avg_salary_usd,experience_required_years,task_repetition_level,creativity_requirement,physical_labor_level,analytical_complexity,social_interaction_level,ai_tool_maturity_score,percent_tasks_automatable,job_growth_rate,skill_complexity_score,regulation_strictness_level,ethical_risk_level,communication_requirement,domain_specific_knowledge_level,team_collaboration_level,ai_dependency_current,ai_dependency_future,training_hours_needed,job_demand_index,automation_risk,industry_Construction,industry_Education,industry_Energy,industry_Finance,industry_Healthcare,industry_Legal,industry_Manufacturing,industry_Marketing,industry_Retail,industry_Tech,education_level_Bachelor,education_level_High School,education_level_Master,education_level_PhD,ai_tool_availability_AutoGPT,ai_tool_availability_ChatGPT,ai_tool_availability_Claude,ai_tool_availability_Copilot,ai_tool_availability_Gemini,ai_tool_availability_Midjourney
171385,14,0.5492512713778943,0.3427404135888459,0.1110463872918983,0.6663765241924039,0.7172816172257169,0.5651623338124716,0.1880685136060507,-0.0757765960192835,0.4739207774877654,0.4501012257987539,0.0845472076590994,0.2653550458911762,0.0581861423152254,0.2987932686920448,0.4733899725010699,0.9841408864634386,118,0.3149919169320095,0.8927891034743797,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
160674,8,0.2730287956758593,0.2259783846551835,0.9711055083647544,0.6712280778566702,0.2000105894433633,0.2171492022587323,0.9181560834231391,-0.0465428472427398,0.2976559528664863,0.2698982491741388,0.9305528441103752,0.5225328539390652,0.4583490978914447,0.6798032113070672,0.4917542550258514,0.0659568409870861,54,0.9941292889648096,0.9397298514768488,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
166873,13,0.2445074973444252,0.6394684394921037,0.5739174439595789,0.1944822307304603,0.4600719941981629,0.4228046304904449,0.6295956291008603,-0.0993778401912649,0.6548335881050681,0.4764522018173426,0.6012649096187896,0.2555178294819969,0.3972122063339269,0.4309138934380844,0.8813628787756682,0.6537559876297945,391,0.0729537395831428,0.929342622428758,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44130,0,0.1370596835365812,0.4570023093769406,0.1278058427952129,0.2000486331536323,0.2652898777489179,0.5726478769916896,0.3143087127630504,-0.0820087125437517,0.211751960986406,0.2885896107648337,0.025897415402213,0.7779455373790012,0.1641990030252549,0.9730681012029024,0.0504373518258074,0.2825826535834462,362,0.6476953676353238,0.758477084311003,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
175343,12,0.8490708749034921,0.4001454672845591,0.3528060092659058,0.4695807033518258,0.4515282148790869,0.9736509022809144,0.3669179125004399,0.0587991921085261,0.9075656307381148,0.768260892125404,0.5417946312703841,0.1317410260708902,0.1639955413647431,0.8112896087101339,0.1438809196879426,0.0828933543440392,170,0.9707750973333988,0.5520954863028384,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
177147,3,0.6164793585412445,0.5928520048922216,0.547039143620656,0.911573140137698,0.7690970925853038,0.0798866578775931,0.4933831714090251,-0.0391130982855262,0.8543436510669679,0.8506050869143863,0.7967490342833763,0.5164242660977119,0.4500963980090643,0.8149448233229993,0.3080043955867865,0.0789759942382365,294,0.2243104615431896,0.0967528378931716,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
137215,9,0.1865110125040597,0.4912676284900007,0.5328856366408696,0.0099937748585707,0.7620099404776617,0.4604139785709049,0.6731300335627051,-0.0153719760895197,0.4649113694291568,0.782658247295111,0.5331814471352201,0.4959661813016853,0.1265949055495653,0.588689011557502,0.3643842705856277,0.3716640876252983,431,0.2781249284174404,0.2227061405648999,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
118095,7,0.1772093798212395,0.3034842085515608,0.0355033687186323,0.7825056359493593,0.5157722876737236,0.3962709607421308,0.58217988984377,0.1088249387124232,0.1906574216326499,0.1490470567559715,0.707246253957861,0.1388922633318907,0.2947783772552171,0.0084155430445072,0.9874467775950516,0.5406112496343235,313,0.575977438319194,0.2557671265011575,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
90942,9,0.8730356015261367,0.5590612877652517,0.9508410342291114,0.0575267837146541,0.928371843721051,0.8242412494511779,0.9326981245629414,0.0932248957347203,0.4965041235646611,0.3360571656623364,0.8795827318772462,0.9949875807649444,0.0712183524236296,0.8318207220016514,0.1474618851925733,0.6472940223845342,470,0.781257596892743,0.033259572836965,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
173933,8,0.7427308637633193,0.6694985765506946,0.2753756814749446,0.4782221148831178,0.263784102448274,0.9002971190284342,0.6257488265723095,0.0230620252593407,0.1491382175574714,0.2139710199931145,0.8697615101553738,0.8231353874646341,0.2972937239652347,0.0253718934862995,0.3031038807001418,0.5675276299989936,91,0.3289469829046314,0.1019233779080469,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
128970,14,0.6593990799053714,0.0266931585868542,0.0161846689318911,0.6378728330734764,0.240311351119233,0.9070131685313648,0.9107919796049416,0.0532441645651068,0.2698488846883765,0.0427991188065849,0.1788699179355396,0.3865324651814212,0.5336924614639972,0.1223580610263259,0.8279499283573073,0.8979552803418543,324,0.8367751636484455,0.2947566982782953,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
112203,12,0.4068641075392998,0.4658717289076753,0.0764440089502824,0.6867592670824648,0.6138064011754337,0.3751393130415937,0.0054301591645653,-0.0785471803899446,0.4827323905909102,0.7391754246755987,0.4271300250955799,0.6849065389609004,0.7438710048047095,0.8386691196427565,0.7843546819941081,0.1535340935757662,327,0.2410437863436709,0.0907409422561978,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
118177,2,0.2619755642785175,0.0576832845835437,0.580194903247977,0.0584792636159113,0.6212970342167891,0.304655146895482,0.8905594719219464,0.0903986753703394,0.021139741048806,0.4283595814229035,0.1111650658800981,0.7165811994381937,0.8304068631067697,0.2187949728330313,0.654816710227564,0.8290065659193991,264,0.8743666853418222,0.1695350077336457,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
102902,10,0.9794507631128238,0.186405414068111,0.1377855206750968,0.4186036173839682,0.0465400395649739,0.4491372504550847,0.7214585879660443,0.029047866673813,0.765722603546868,0.2766230886479808,0.5950978170830447,0.6511485677154403,0.3378424957813838,0.8411261467242237,0.3285517429445257,0.5282272754040656,300,0.2529531241352797,0.0544175973758644,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
122172,1,0.7972395750228002,0.5605087340779731,0.0417247928535032,0.5838372605023247,0.6077777123868976,0.343986305971803,0.1721934541120859,0.0427372754856568,0.1969148771856643,0.3075275081915886,0.9547267511456624,0.432483946172704,0.9387968866664552,0.2363508878838519,0.1177769184064146,0.8605636932698046,440,0.6174351556712817,0.4165326495990893,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
176702,3,0.3017792231362765,0.8661889152655807,0.3796264664127113,0.0660455373060069,0.3744361573490143,0.7188509805681935,0.2630380192450511,0.0663817413590852,0.8666112572855703,0.1350164637107695,0.1818469729697903,0.8851113316263051,0.2406247872704533,0.7707083199332366,0.9835465447972254,0.4266633384198149,324,0.3577912131397799,0.8213272916730687,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
50056,1,0.8475647962784947,0.8828056791884848,0.6227611923401886,0.1350945565953097,0.7474425253205591,0.2135710486295825,0.5428099991638815,0.0250438247756784,0.0222598274198609,0.8267606334229101,0.4036303637853673,0.7715513817280731,0.0805763604432079,0.5421764163162145,0.2514264126682104,0.4818001996042946,196,0.3218261123521788,0.8122438442032182,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
168454,0,0.7589319486146815,0.0699440101386312,0.1118398048416123,0.6636489895040385,0.8081056645452729,0.6586840840738812,0.1249381553505428,0.0304231575475643,0.5321316907017808,0.1439244858386893,0.954026799990689,0.5420199542198386,0.925009665758274,0.6709938636702725,0.8446364871987719,0.4223173578026915,395,0.353995569406983,0.904890429598096,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
85739,11,0.2970805498779983,0.4191050862867066,0.3133278321513155,0.5216381965906517,0.5521538195470366,0.9269875331045008,0.7853682691120457,0.0249088967057194,0.7766509549439444,0.3383162873975524,0.7501182264146687,0.0025627855032426,0.5398105629289625,0.8380813513744508,0.8950082178897244,0.096465880068386,98,0.4992014144561518,0.745599502587048,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
111685,2,0.4265528542416397,0.5830064830045513,0.4177606716245422,0.1618286612682905,0.001705031502265,0.2799135696961099,0.7911738662224267,0.0242043695358925,0.2379484333126743,0.0073879343374436,0.0711694790705598,0.2233742383267773,0.3513793028750125,0.9840284146309638,0.4408996654404503,0.1450058801650157,453,0.8450485866137809,0.2444419567089699,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
78639,6,0.1859534453910266,0.1470699045503434,0.1594600977867671,0.5352393369147335,0.6363658101666421,0.6768906165888243,0.3009489886550817,0.0875513251770807,0.7075530602113299,0.4364115302480649,0.4284155665731425,0.5088257018395211,0.8981108565142617,0.08569181059058,0.8508306521195939,0.5175296479563761,399,0.7593182360308128,0.7023898964558223,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
30992,12,0.1110524443781093,0.7654322167447717,0.5060738984667101,0.9126923734444158,0.7488812796659343,0.1435611215573783,0.0698170049727959,0.0068021317952,0.7208678246534121,0.3548005697628889,0.9878857215176552,0.8989290568210019,0.7757457648673106,0.6853832893794164,0.2790369899651062,0.5332089681377693,34,0.4493408862609717,0.7538218957135325,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
102394,12,0.7227620328396968,0.7442352584372388,0.0852140869017709,0.0155875847753639,0.2489832662315142,0.1213839420972591,0.9888474592335744,-0.0992766703758157,0.6378436659141459,0.7191020069698538,0.4532425984817723,0.6286209441202532,0.8324437164666858,0.9587254810615212,0.8899111273453864,0.4677981669934625,62,0.2821602893524432,0.5431075414411046,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
97657,0,0.2675118573538666,0.9033410137067946,0.0465184963450686,0.6426337734858546,0.4646460011407888,0.115644478064866,0.2507288792443248,0.0530157940304705,0.3642527313970045,0.7153136317474958,0.6294014099369555,0.417862297843026,0.292343449345682,0.3737956245271724,0.6359663158817013,0.0128450311200046,477,0.8543009809723642,0.8070105962882533,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
57160,1,0.8200593657462536,0.008486012083443,0.5198353671551348,0.0736504346053419,0.9657266234117884,0.1385281698453488,0.067558651317345,0.1381656187315708,0.7850647981492233,0.0386312319460427,0.7009767010625232,0.047911974552647,0.8734852293014614,0.333744834587366,0.194372201335221,0.5055774054834921,389,0.8701850118635631,0.0712658425766596,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
75156,0,0.995608711514426,0.2166842439890026,0.2478969727508756,0.0064494429647008,0.2981155533941034,0.2161648703094419,0.3299649593835557,-0.0357600423021087,0.6284337176753709,0.1158639214879013,0.6639313898486673,0.5972802272667546,0.6497724831202604,0.6799769889771914,0.7865470670833393,0.1337247083226217,87,0.4536763006276535,0.5947805869052158,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
116442,7,0.0766198139296486,0.8271867142453218,0.0953738078980275,0.1506544886606338,0.2231532510417407,0.5628304956017943,0.9690032621742932,0.1040483327930416,0.5903882091425424,0.9046260066345376,0.5187184590409119,0.3507521877148745,0.738015856629547,0.4019510566937614,0.9136923314000036,0.566373437385789,123,0.6958458582916154,0.47989338006849,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
147925,4,0.4730351250837002,0.6705800508269354,0.4239125874876323,0.4229066318539193,0.2108547904780101,0.7669856486155374,0.792927612751995,0.01387255207077,0.8191612691668634,0.7917983307836264,0.1327956874909948,0.5373764473487979,0.3124221768242031,0.2144605163798969,0.57042977035577,0.2882734525918285,397,0.3692635639064203,0.805211814999022,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
34136,7,0.8020625593108031,0.8943898536984908,0.9151407395173948,0.802343998981953,0.5588008343539963,0.1268570237109157,0.4803330798101434,0.060745517477015,0.2446380430945103,0.3894848922356748,0.7084148600805138,0.766441698415827,0.2450155154116113,0.1614670858065915,0.760372939677118,0.9914982630172474,465,0.149097680523369,0.1279605956358704,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91868,2,0.7889508965412335,0.0571796545302665,0.7241924466541549,0.2817854966045586,0.9497871013080064,0.8700149405907247,0.3053304217256802,0.1227184327818463,0.2324879535560728,0.1663744837431763,0.9333278727113756,0.8037403550507636,0.4081815177451111,0.1926302136457931,0.7947973918716774,0.359248530180235,491,0.3214829028467467,0.2126239766414905,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
112263,12,0.7599971583309685,0.5969639657164428,0.8156159153470276,0.6256732123887586,0.6086901292003547,0.842716284430226,0.4233060985474687,0.0927534031995683,0.3864468871489345,0.2607812868255164,0.9416966472721224,0.8642782394487548,0.575212728211205,0.7043110296597136,0.7874043836148988,0.8208069092488188,357,0.6820843185755495,0.5586919644553898,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
62167,11,0.3489949353019109,0.5690465748936742,0.8719139887586365,0.4111566379553066,0.3033231202376599,0.7273880265028915,0.0173656082306421,0.121143347110452,0.0731330686685473,0.658026683488274,0.5933894061705663,0.6360466262369636,0.6659869119065845,0.918695107093701,0.4544214145105058,0.2455946195444942,321,0.7694096635386289,0.947205321954128,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
140957,6,0.4538532556850523,0.0356744163605323,0.9726277413964188,0.2343317919660079,0.6385697780674541,0.425965799461473,0.7183704814413359,-0.0976200052809547,0.3373934693518634,0.945492986171422,0.4921974891444437,0.9056178949314496,0.4979645517797859,0.806013698003735,0.7399426136344027,0.1894848581335549,267,0.8516553930696072,0.0831999021519317,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
45479,7,0.5949683573414702,0.5135220769124835,0.763246573514173,0.5142471142828586,0.6248422975977874,0.0015572348255258,0.0996442715518431,-0.0531712538391622,0.4062720785338677,0.6157380830413778,0.3339611003250343,0.6906280097828268,0.6988642299590652,0.448201645556206,0.5485305422236784,0.2210878837986755,154,0.0177127000769644,0.7433770240038562,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
149392,14,0.9739405835732572,0.6095203113099242,0.6084079219394797,0.7974644903726232,0.5969251357296542,0.7347649413002968,0.5190375768743072,0.0058736031414522,0.4950581828605193,0.0264456018484323,0.1035689886997636,0.7839140930666795,0.7083315731461518,0.5286011513632505,0.4146596866737863,0.3331170353035669,205,0.4864061292244458,0.2053992020099956,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
165895,5,0.3275472709384929,0.1912931742021072,0.3654258803022472,0.8324923700561442,0.159426206888302,0.8789861446764394,0.5658450528625697,0.1119604493632757,0.254013464100922,0.6507181271207004,0.8831178242830915,0.6854822224122972,0.66607451906959,0.6201734352967532,0.1658126215140168,0.8488669391367928,313,0.2739221103188535,0.1054488680848839,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
49585,12,0.9231438877168576,0.2733295831246629,0.181643236557716,0.8465195318772367,0.6345667993449942,0.3352863761718619,0.0016897743022938,0.1095979830433817,0.90684244770484,0.9447516429014484,0.137053420583413,0.871863813762966,0.2510884679247154,0.5799466315026838,0.9090381424752086,0.7639601744656632,491,0.6839595139680189,0.3947661138435419,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
178344,12,0.2693569181804941,0.640347346297737,0.6866598739832943,0.3385578125549794,0.4301644525144996,0.7179875612211187,0.9798786259774314,-0.0537149170065131,0.2850783677767716,0.3586410121533455,0.287945729451441,0.2228898818849612,0.4463284889834203,0.9684727457564551,0.4149113427478162,0.4354278634030213,420,0.2453313354491323,0.5830528328432703,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
56619,6,0.9890744654737046,0.4683009475999583,0.994949986121942,0.793456064715753,0.0185920586230333,0.0620476143612817,0.3021390376888866,-0.0644393917260696,0.8515507775127957,0.9335556789849164,0.7403984707524746,0.7598870763619892,0.7657482116932599,0.8866930759773732,0.2395655086543918,0.188089211335188,476,0.5662802066662194,0.8270179411721079,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
105069,13,0.6702636868275917,0.8580136575683268,0.467358684618919,0.2121784551089078,0.5397644871474951,0.7094948714716427,0.0772242509921158,0.108675608799133,0.4449524362441545,0.6706198252166966,0.704763683662552,0.1171565430394402,0.88696144507564,0.0435401826122857,0.2422957560230272,0.0487070445150236,357,0.7119626524610072,0.6346918507400091,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
69895,11,0.4635114803585509,0.3423817660091883,0.7236793680928076,0.7384251012428833,0.9892667452184176,0.068308520848893,0.8543885582594902,0.0353585735076886,0.7181566959237304,0.1898354826378041,0.6810127540320267,0.0919940298818541,0.5011711282910299,0.8357658477444365,0.2420882628660595,0.6185417379765827,111,0.7700649196417539,0.4916671429261613,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
33720,1,0.6133904280636049,0.2666596583882011,0.4950924499931561,0.9483844262726168,0.3497395908439835,0.5871863358886821,0.1519526040513452,0.0566924389673939,0.1109023879839005,0.1453055871060241,0.7417069954549105,0.4916226537876503,0.9867907397156462,0.1140609616352451,0.002473543537138,0.7067522323082059,299,0.2694682902527913,0.2856673663613039,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49267,7,0.2725311690402068,0.9848659403448428,0.4319334233634766,0.0137438346909571,0.9655592183186582,0.5975532858952937,0.0249551362244885,0.1023015186663949,0.5446372202416094,0.1762995986912994,0.541977413948906,0.3002371558876853,0.1747126554254472,0.6902095371893266,0.4382191494856592,0.6061388022894457,361,0.0878321464453429,0.2925530433316042,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
176768,4,0.2741738575114666,0.9111357701300834,0.4103056135599151,0.440363931178798,0.0962057416625945,0.3021565544238195,0.4946906795928972,-0.0470633841032095,0.960825894942801,0.699224574530841,0.1549509761469858,0.5633582073848317,0.2243791066855192,0.2856500126417197,0.8906875870762316,0.5012542443915159,178,0.2187133674831555,0.7705768312650543,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
83364,6,0.1135545438434938,0.0289927449989798,0.5046246829316976,0.6477709884140046,0.7324501158673062,0.0791227270767315,0.1299169857975733,-0.0658788000238149,0.6662512093647753,0.5895212862893819,0.9983580130291348,0.6777339177194439,0.4607513067080356,0.7733834025921589,0.0251464183727194,0.9728626460535692,104,0.5991314137379927,0.1140596750315339,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
81567,0,0.1140502977053987,0.7707286153065659,0.366895661865375,0.701775770487553,0.1143299946628353,0.9493347747124372,0.9824230663538808,0.1147610656960389,0.8202892604369774,0.4555435709965126,0.8921395871620079,0.2265629006162707,0.508740578558165,0.0086062397762823,0.9565974769307494,0.0246635773102481,271,0.0404491856301982,0.146473767371647,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
121229,4,0.3476717414689113,0.1103347738252029,0.7487733218218078,0.1760877582692022,0.2735715735552742,0.5355774040166131,0.0104109866125158,-0.0720564735209491,0.2610704621775228,0.2633547283820791,0.4311522470616967,0.6999260579631175,0.424477111834919,0.3822718055247672,0.1791230258581149,0.9884082481527104,271,0.158861934771356,0.719736378996031,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
108518,0,0.7628554778963716,0.0274851948293709,0.8742720265915166,0.9721832752385928,0.5708408353221244,0.5797581251238626,0.0511973441886319,-0.0779547873259809,0.8001689208884799,0.9072312079911318,0.5303261097546362,0.9954590916315634,0.4303969893064214,0.021522315111855,0.7188743204424389,0.2763145616495258,37,0.9954747276474916,0.9610420292826048,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
112844,11,0.6079711675981625,0.2736955159663489,0.8828853066451842,0.615265367970973,0.5927796939767489,0.6150208890304737,0.833283966398969,-0.0307312060958224,0.3512533812028416,0.2137434952329473,0.39355095015367,0.7599546202974103,0.4872506237127748,0.953530022004771,0.7853283905261322,0.3831447758291734,145,0.3823314366156124,0.1202342033330672,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
120697,12,0.1025845603310208,0.2693458790611043,0.2276987134258259,0.1643406012282677,0.7752113172341712,0.8910479269261551,0.2397516960380259,-0.0207877849498141,0.4850781000463141,0.2836062178559891,0.6379781756531884,0.1737865018730796,0.3201663818821245,0.015364920555451,0.735115492042411,0.7525339448717097,138,0.496526274360735,0.6094260828611032,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
87196,7,0.852236524975911,0.8193187623469647,0.8959091387314908,0.0205225117125152,0.6153114072274393,0.0602556445467575,0.9115967533839442,-0.0397161614871996,0.1879577177065883,0.0549181466535625,0.7311400397533495,0.6336954241952834,0.1309431115960612,0.1552899373387949,0.3391756062074251,0.2271148964777815,345,0.0110071625949036,0.2391883872680704,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
